id,year,school,dorm,mode,speed,target_units
2249,3,engineering,Casa Zapata,bike,4.68,13
2250,3,hs_interdisc,Crothers Memorial,bike,5.57,16
2251,1,hs_humanities,Soto,bike,5.49,16
2252,4,hs_natural,Murray,bike,4.5,13
2253,3,hs_interdisc,EVGR,bike,5.41,15
2254,3,engineering,Synergy,bike,4.22,14
2255,2,engineering,Delta Delta Delta,bike,5.12,17
2256,1,hs_interdisc,Castano,walk,1.56,14
2257,4,engineering,Yost,bike,4.88,12
2258,3,hs_natural,Crothers Memorial,walk,1.7,14
2259,3,hs_interdisc,Delta Delta Delta,bike,5.79,13
2260,3,hs_social,Adelfa,bike,4.82,14
2261,4,hs_humanities,Otero,bike,4.39,14
2262,2,hs_natural,Otero,walk,1.6,14
2263,1,engineering,Ujamaa,bike,5.37,12
2264,2,hs_social,Loro,walk,1.45,17
2265,1,hs_humanities,Donner,bike,4.22,12
2266,3,hs_humanities,Sally Ride,bike,4.55,12
2267,4,hs_interdisc,Jerry,bike,5.67,12
2268,1,hs_interdisc,Muwekma-Tah-Ruk,bike,4.6,13
2269,1,engineering,Alondra,walk,1.59,12
2270,1,hs_interdisc,Robinson,bike,4.57,15
2271,3,engineering,Kimball,walk,1.43,16
2272,2,engineering,Ujamaa,bike,4.55,20
2273,3,engineering,Toussaint,walk,1.49,16
2274,1,engineering,Cedro,electric,6.77,16
2275,1,hs_interdisc,Castano,bike,4.16,15
2276,1,hs_social,Potter,bike,5.79,12
2277,3,engineering,Mirrielees,bike,4.76,15
2278,4,hs_natural,Govco Suites,bike,4.67,13
2279,3,hs_interdisc,Kappa Alpha Theta,bike,5.28,14
2280,4,hs_natural,Twain,walk,1.53,17
2281,3,hs_natural,Otero,bike,5.56,15
2282,2,engineering,Murray,bike,4.94,15
2283,2,hs_social,Sally Ride,bike,4.68,17
2284,2,hs_humanities,Adams,bike,4.94,15
2285,2,hs_interdisc,Enchanted Broccoli Forest,walk,1.54,14
2286,4,hs_social,Cardenal,bike,5.27,17
2287,1,engineering,Rinconada,bike,5.55,15
2288,3,engineering,Sigma Nu,walk,1.46,15
2289,3,engineering,Toussaint,walk,1.52,13
2290,1,engineering,Robinson,bike,5.73,16
2291,3,hs_social,Terra,bike,5.74,14
2292,4,engineering,Govco Suites,electric,7.82,14
2293,4,engineering,550 Lasuen,bike,5.19,15
2294,1,engineering,Branner,bike,5.51,16
2295,4,hs_natural,Roble Hall,bike,4.92,12
2296,3,hs_social,Phi Kappa Psi,bike,4.21,14
2297,1,hs_natural,Castano,bike,4.88,14
2298,2,engineering,Roble Hall,bike,4.57,14
2299,4,hs_interdisc,Govco Suites,bike,4.79,14
2300,1,hs_interdisc,Ujamaa,walk,1.66,12
2301,2,hs_natural,Kappa Sigma,bike,4.5,13
2302,2,hs_social,Kimball,bike,4.35,19
2303,2,hs_interdisc,Roble Hall,electric,7.8,13
2304,1,hs_humanities,Casa Zapata,bike,4.86,15
2305,4,engineering,Norcliffe,bike,5.01,12
2306,3,hs_interdisc,Trancos,walk,1.67,13
2307,2,hs_interdisc,Ng,bike,4.03,12
2308,1,doerr,Rinconada,walk,1.52,13
2309,4,hs_social,Trancos,bike,5.79,14
2310,3,engineering,Meier,bike,5.06,13
2311,3,hs_interdisc,Toyon,bike,4.75,16
2312,2,hs_social,Kappa Sigma,bike,4.62,12
2313,1,engineering,Ujamaa,bike,4.04,14
2314,2,hs_humanities,aKDPhi/Chi Omega,bike,5.5,16
2315,3,engineering,Roble Hall,bike,4.28,13
2316,1,hs_natural,Donner,bike,5.72,16
2317,3,engineering,ZAP,bike,4.53,14
2318,2,engineering,Delta Delta Delta,bike,5.7,12
2319,4,hs_interdisc,Adams,bike,5.26,13
2320,2,engineering,Terra,bike,4.4,12
2321,1,hs_interdisc,Schiff,bike,4.44,15
2322,2,engineering,Meier,bike,5.28,16
2323,1,engineering,Ujamaa,bike,5.76,13
2324,3,hs_natural,Twain,bike,5.72,15
2325,2,engineering,Kimball,bike,5.48,13
2326,1,hs_social,Schiff,bike,4.67,14
2327,3,hs_social,Roth,bike,5.24,13
2328,2,hs_interdisc,Toyon,bike,4.55,19
2329,2,hs_interdisc,Delta Delta Delta,bike,5.55,13
2330,2,doerr,Robert Moore North,bike,4.08,16
2331,4,hs_humanities,Govco Suites,bike,4.1,14
2332,2,engineering,Casa Zapata,walk,1.38,15
2333,2,hs_interdisc,Roble Hall,electric,7.51,15
2334,3,hs_social,BOB,bike,5.02,16
2335,2,engineering,Ng,bike,5.04,15
2336,2,hs_social,Kimball,walk,1.33,17
2337,1,hs_interdisc,Arroyo,bike,5.18,15
2338,2,hs_social,Loro,bike,4.95,17
2339,1,hs_humanities,Muwekma-Tah-Ruk,bike,4.58,14
2340,1,engineering,Soto,electric,6.88,19
2341,1,hs_interdisc,Branner,bike,4.04,13
2342,2,hs_interdisc,Paloma,bike,4.98,15
2343,4,engineering,Kappa Alpha,bike,4.52,16
2344,4,hs_natural,Hammarskjold,bike,4.87,12
2345,4,engineering,Xanadu,bike,4.32,14
2346,4,hs_interdisc,Govco Suites,bike,5.64,14
2347,4,engineering,Twain,bike,4.09,15
2348,4,hs_social,Mirrielees,bike,5.7,17
2349,3,hs_natural,Durand,walk,1.45,13
2350,4,hs_interdisc,Warehaus,bike,4.48,19
2351,3,engineering,Junipero,bike,5.47,18
2352,1,hs_interdisc,Burbank,bike,4.57,16
2353,1,engineering,West Lagunita,bike,5.5,12
2354,4,hs_social,Mirrielees,bike,5.4,15
2355,2,hs_humanities,Roble Hall,bike,5.65,14
2356,1,hs_social,Otero,walk,1.39,15
2357,3,engineering,Adams,bike,4.58,15
2358,3,hs_social,Potter,bike,4.57,17
2359,4,hs_interdisc,EVGR,walk,1.43,15
2360,2,hs_humanities,Crothers Memorial,bike,4.36,16
2361,2,hs_humanities,Roble Hall,bike,4.02,13
2362,1,hs_natural,Castano,bike,5.1,12
2363,2,engineering,Yost,bike,4.42,18
2364,1,hs_humanities,Otero,walk,1.48,13
2365,4,hs_interdisc,Phi Kappa Psi,walk,1.33,13
2366,3,hs_natural,Govco Suites,bike,4.97,15
2367,4,hs_natural,EVGR,bike,5.29,16
2368,1,hs_interdisc,West Lagunita,bike,4.32,17
2369,3,hs_interdisc,Faisan,bike,4.18,12
2370,2,hs_natural,EAST,bike,5.57,14
2371,4,engineering,Roble Hall,walk,1.52,13
2372,3,hs_interdisc,EAST,bike,4.85,14
2373,4,hs_interdisc,Roble Hall,walk,1.37,14
2374,2,hs_humanities,Burbank,bike,5.3,18
2375,3,hs_interdisc,BOB,bike,4.61,17
2376,3,engineering,Loro,electric,6.39,12
2377,3,engineering,Ujamaa,walk,1.35,14
2378,4,engineering,Sally Ride,bike,4.54,16
2379,2,engineering,Adams,walk,1.65,17
2380,4,engineering,Pluto,bike,4.17,16
2381,4,engineering,EVGR,walk,1.48,15
2382,1,hs_humanities,Arroyo,bike,5.4,15
2383,4,hs_humanities,Mirrielees,bike,4.62,13
2384,1,engineering,West Lagunita,bike,5.11,14
2385,2,hs_interdisc,Murray,bike,4.18,16
2386,3,hs_interdisc,Roble Hall,bike,4.09,13
2387,2,hs_interdisc,Kappa Sigma,bike,4.39,15
2388,1,engineering,Soto,walk,1.41,15
2389,3,hs_humanities,Mirrielees,bike,5.14,15
2390,3,engineering,Cardenal,walk,1.61,14
2391,3,hs_natural,Neptune,bike,4.38,15
2392,3,hs_interdisc,EVGR,walk,1.48,12
2393,1,engineering,Soto,bike,5.24,16
2394,4,engineering,Toussaint,walk,1.58,18
2395,3,engineering,Sigma Phi Epsilon,walk,1.37,12
2396,2,hs_social,Toyon,bike,5.31,15
2397,4,engineering,Hammarskjold,bike,4.39,15
2398,2,hs_interdisc,Ng,bike,5.1,13
2399,2,hs_social,Twain,walk,1.38,15
2400,4,engineering,Potter,walk,1.31,14
2401,4,hs_interdisc,Govco Suites,walk,1.49,14
2402,3,hs_natural,EAST,bike,5.22,16
2403,4,engineering,Otero,bike,5.27,14
2404,4,engineering,Sigma Nu,electric,6.49,13
2405,4,engineering,EVGR,bike,5.61,18
2406,3,hs_social,Casa Zapata,bike,5.66,16
2407,4,hs_interdisc,Robert Moore North,bike,5.09,14
2408,1,hs_interdisc,Robinson,bike,4.35,16
2409,4,hs_interdisc,EVGR,bike,4.39,16
2410,1,engineering,Arroyo,bike,5.64,18
2411,2,doerr,Sigma Nu,bike,5.43,17
2412,3,hs_natural,Casa Zapata,bike,4.9,15
2413,1,engineering,Lantana,walk,1.47,13
2414,3,hs_social,Ujamaa,bike,4.26,14
2415,3,hs_humanities,EVGR,bike,5.31,14
2416,3,engineering,EAST,electric,7.96,16
2417,1,engineering,Donner,walk,1.56,17
2418,1,engineering,Potter,bike,4.85,14
2419,4,engineering,Narnia,bike,5.16,13
2420,4,doerr,Toussaint,bike,4.25,15
2421,1,engineering,Larkin,bike,5.3,17
2422,3,hs_humanities,Mirrielees,bike,4.41,14
2423,3,hs_humanities,Cardenal,bike,4.62,15
2424,4,engineering,Roble Hall,bike,4.73,15
2425,3,hs_interdisc,EVGR,bike,5.78,16
2426,4,hs_interdisc,Jerry,bike,4.38,16
2427,4,hs_natural,Gavilan,bike,5.33,14
2428,2,hs_natural,Twain,bike,5.17,17
2429,1,hs_humanities,Lantana,bike,5.61,15
2430,3,engineering,Twain,bike,4.15,13
2431,4,engineering,Norcliffe,bike,5.16,12
2432,4,hs_interdisc,Potter,bike,4.1,17
2433,1,engineering,Donner,walk,1.52,14
2434,4,engineering,Kairos,bike,4.23,14
2435,4,hs_social,EVGR,bike,4.71,16
2436,1,hs_interdisc,Potter,bike,5.65,17
2437,3,engineering,Warehaus,bike,4.33,18
2438,2,hs_interdisc,Sigma Phi Epsilon,bike,5.06,14
2439,1,engineering,Robinson,bike,4.95,17
2440,1,hs_interdisc,Okada,walk,1.56,13
2441,3,hs_social,Ujamaa,bike,5.58,12
2442,3,hs_interdisc,Gavilan,bike,4.96,19
2443,4,hs_interdisc,Pluto,walk,1.35,12
2444,3,engineering,Pluto,bike,4.63,13
2445,3,hs_interdisc,Toussaint,bike,5.69,16
2446,2,hs_interdisc,Sigma Phi Epsilon,bike,4.34,15
2447,2,hs_natural,Pi Beta Phi,bike,4.5,14
2448,1,hs_interdisc,Schiff,bike,5.01,19
2449,1,hs_natural,Branner,bike,4.34,17
2450,2,hs_social,Adelfa,bike,5.5,16
2451,4,engineering,Mirrielees,walk,1.52,12
2452,3,hs_natural,Crothers Memorial,bike,5.55,14
2453,2,hs_interdisc,Trancos,bike,5.6,17
2454,2,hs_interdisc,Meier,walk,1.63,12
2455,1,hs_social,Lantana,walk,1.54,17
2456,3,engineering,Kairos,walk,1.67,14
2457,4,engineering,Otero,bike,5.37,13
2458,3,engineering,Ujamaa,bike,4.68,14
2459,2,hs_social,Hammarskjold,walk,1.48,14
2460,2,hs_interdisc,Kappa Alpha,walk,1.66,14
2461,3,engineering,aKDPhi/Chi Omega,walk,1.33,16
2462,2,hs_interdisc,Potter,walk,1.38,12
2463,1,engineering,Cedro,bike,5.23,14
2464,4,hs_interdisc,Phi Kappa Psi,walk,1.4,15
2465,1,hs_social,Robinson,walk,1.36,15
2466,2,engineering,Roble Hall,bike,4.99,13
2467,4,hs_interdisc,Sally Ride,bike,5.66,19
2468,1,hs_social,Branner,bike,4.15,17
2469,4,hs_social,Enchanted Broccoli Forest,bike,5.53,17
2470,4,engineering,Loro,bike,4.75,18
2471,1,engineering,Cedro,bike,4.72,15
2472,2,engineering,Twain,bike,4.19,14
2473,3,engineering,Roble Hall,bike,4.73,13
2474,1,hs_social,Castano,bike,4.84,12
2475,4,engineering,Ng,walk,1.57,13
2476,4,hs_interdisc,Sally Ride,bike,4.36,17
2477,1,hs_humanities,Branner,bike,4.1,14
2478,1,hs_interdisc,Okada,bike,4.32,13
2479,2,engineering,Meier,bike,4.77,15
2480,3,hs_interdisc,Meier,bike,4.66,15
2481,2,hs_natural,Paloma,walk,1.35,16
2482,4,hs_interdisc,Narnia,bike,4.63,14
2483,4,hs_social,Jerry,bike,5.51,12
2484,3,engineering,Enchanted Broccoli Forest,bike,5.09,14
2485,3,hs_humanities,Sigma Phi Epsilon,bike,5.49,19
2486,2,hs_interdisc,Hammarskjold,bike,4.26,15
2487,2,hs_social,Kappa Alpha,bike,4.2,16
2488,4,engineering,Otero,bike,5.45,18
2489,1,engineering,Otero,bike,4.79,15
2490,2,hs_natural,aKDPhi/Chi Omega,bike,5.61,14
2491,4,engineering,Norcliffe,bike,5.62,14
2492,3,hs_natural,Grove,bike,4.84,15
2493,3,hs_natural,Toyon,walk,1.39,18
2494,1,hs_natural,Branner,bike,5.44,12
2495,4,engineering,Trancos,bike,5.6,15
2496,2,hs_social,Synergy,bike,5.52,14
2497,3,hs_natural,Mirrielees,bike,5.47,15
2498,1,engineering,Otero,bike,4.32,14
2499,3,hs_natural,Govco Suites,walk,1.48,14
2500,4,engineering,Pi Beta Phi,bike,5.13,12
2501,3,hs_interdisc,Okada,bike,4.98,16
2502,4,engineering,Govco Suites,walk,1.61,14
2503,3,engineering,Sigma Nu,walk,1.62,15
2504,4,hs_social,Kappa Sigma,bike,4.4,14
2505,2,hs_social,Potter,bike,5.17,12
2506,1,hs_interdisc,Burbank,walk,1.45,12
2507,4,engineering,Alpha Phi/KKG,walk,1.67,12
2508,2,engineering,Roble Hall,walk,1.62,12
2509,3,hs_natural,Paloma,walk,1.47,13
2510,1,hs_social,Larkin,bike,5.02,12
2511,1,hs_social,West Lagunita,bike,5.7,16
2512,2,engineering,Casa Zapata,electric,7.92,13
2513,4,engineering,EVGR,bike,4.39,18
2514,4,engineering,Norcliffe,bike,4.26,13
2515,2,hs_interdisc,Crothers Memorial,walk,1.56,12
2516,3,hs_interdisc,550 Lasuen,bike,5.52,16
2517,4,engineering,Ujamaa,bike,4.4,16
2518,4,hs_social,Kappa Sigma,electric,6.93,13
2519,4,engineering,Loro,walk,1.43,13
2520,2,hs_interdisc,Trancos,bike,4.17,14
2521,3,engineering,Roble Hall,bike,5.4,17
2522,3,hs_interdisc,Mirrielees,bike,5.35,15
2523,1,hs_interdisc,Soto,bike,4.81,14
2524,4,engineering,Junipero,walk,1.56,16
2525,3,hs_interdisc,Meier,bike,5.34,15
2526,4,hs_social,Mirrielees,bike,4.91,13
2527,4,hs_social,Pi Beta Phi,bike,4.51,12
2528,4,engineering,EVGR,bike,5.73,13
2529,2,hs_interdisc,Okada,bike,4.28,16
2530,1,hs_social,Mirlo,walk,1.37,13
2531,4,hs_interdisc,Adams,walk,1.31,12
2532,1,engineering,Crothers,bike,5.35,16
2533,3,hs_interdisc,Mirrielees,walk,1.62,18
2534,4,hs_natural,Crothers Memorial,bike,5.47,16
2535,1,hs_humanities,Alondra,bike,4.73,12
2536,1,hs_social,Larkin,bike,4.34,18
2537,1,engineering,Otero,walk,1.38,14
2538,1,engineering,Soto,bike,5.5,14
2539,2,hs_interdisc,Kappa Alpha,bike,5.33,12
2540,3,hs_social,Burbank,bike,4.17,13
2541,3,engineering,Casa Zapata,bike,4.57,14
2542,1,hs_interdisc,Lantana,bike,5.23,14
2543,3,engineering,Potter,bike,4.37,14
2544,3,engineering,EVGR,bike,4.3,14
2545,4,hs_interdisc,Sally Ride,bike,4.5,15
2546,3,hs_natural,Narnia,walk,1.46,15
2547,2,hs_social,Kimball,bike,4.86,13
2548,4,hs_social,Mirrielees,bike,5.02,13
2549,2,hs_natural,Ujamaa,bike,4.59,16
2550,2,hs_humanities,Potter,bike,5.56,15
2551,2,hs_natural,Delta Delta Delta,walk,1.53,12
2552,1,hs_interdisc,Crothers,bike,4.46,17
2553,3,engineering,EVGR,bike,4.48,16
2554,2,engineering,Adams,walk,1.57,14
2555,4,engineering,Gavilan,bike,4.26,17
2556,3,hs_social,Pluto,walk,1.36,16
2557,4,engineering,Cardenal,bike,4.36,13
2558,1,hs_interdisc,West Lagunita,bike,5.3,15
2559,4,hs_social,Terra,bike,5.45,12
2560,2,engineering,Norcliffe,electric,7.23,16
2561,4,hs_social,Adams,bike,4.62,14
2562,2,hs_humanities,Loro,bike,5.19,14
2563,1,hs_humanities,Potter,bike,4.64,16
2564,3,hs_interdisc,Warehaus,walk,1.63,13
2565,4,engineering,Crothers Memorial,walk,1.39,15
2566,3,hs_natural,aKDPhi/Chi Omega,bike,4.57,16
2567,1,engineering,Crothers,walk,1.53,14
2568,1,hs_natural,Crothers,bike,4.63,15
2569,3,engineering,Mirrielees,bike,4.54,15
2570,3,engineering,Norcliffe,walk,1.54,12
2571,2,doerr,Crothers Memorial,bike,5.67,16
2572,1,engineering,Crothers,bike,5.8,18
2573,2,hs_interdisc,Roble Hall,walk,1.6,16
2574,3,hs_interdisc,Crothers Memorial,bike,5.21,16
2575,4,hs_interdisc,Murray,electric,7.89,13
2576,4,hs_social,Muwekma-Tah-Ruk,bike,4.06,17
2577,4,engineering,Trancos,walk,1.52,12
2578,1,hs_interdisc,Schiff,bike,5.26,16
2579,2,hs_interdisc,Twain,bike,5.04,12
2580,1,engineering,Otero,walk,1.66,12
2581,4,hs_interdisc,Govco Suites,bike,4.95,12
2582,1,engineering,Otero,bike,5.35,15
2583,2,doerr,Ujamaa,bike,4.83,12
2584,1,hs_social,Crothers,bike,5.13,12
2585,2,engineering,Alpha Phi/KKG,bike,4.01,13
2586,2,hs_interdisc,Potter,walk,1.44,12
2587,3,engineering,Kimball,bike,4.05,13
2588,2,engineering,Norcliffe,walk,1.53,14
2589,2,hs_interdisc,Potter,bike,5.35,12
2590,1,engineering,Lantana,bike,4.73,14
2591,3,engineering,Delta Delta Delta,bike,5.12,13
2592,2,hs_interdisc,Norcliffe,walk,1.65,15
2593,4,hs_social,Ng,bike,4.7,14
2594,2,engineering,Cardenal,bike,4.26,14
2595,4,hs_interdisc,Gavilan,bike,5.36,18
2596,2,engineering,Roble Hall,walk,1.61,16
2597,4,hs_humanities,Kappa Alpha,bike,5.16,14
2598,4,hs_social,EVGR,walk,1.43,14
2599,1,hs_interdisc,Larkin,walk,1.37,13
2600,1,hs_social,Cardenal,bike,4.74,15
2601,4,engineering,Murray,bike,4.54,14
2602,4,engineering,Faisan,bike,5.42,15
2603,4,hs_humanities,Potter,bike,4.21,14
2604,4,engineering,Govco Suites,bike,4.18,17
2605,4,engineering,Cardenal,electric,6.83,16
2606,3,hs_interdisc,Adelfa,walk,1.63,12
2607,3,hs_natural,Potter,bike,5.35,13
2608,1,engineering,Rinconada,bike,5.79,16
2609,3,engineering,BOB,bike,5.44,18
2610,4,engineering,Junipero,bike,4.97,14
2611,3,engineering,Loro,bike,5.25,14
2612,2,engineering,aKDPhi/Chi Omega,bike,4.97,16
2613,2,engineering,Ujamaa,bike,4.49,13
2614,4,engineering,Trancos,bike,4.52,14
2615,4,hs_interdisc,Mars,electric,6.01,16
2616,1,hs_interdisc,Burbank,walk,1.7,13
2617,2,engineering,Roble Hall,bike,4.39,12
2618,1,doerr,Robinson,bike,5.41,12
2619,4,hs_humanities,Paloma,bike,5.24,13
2620,3,engineering,Mirrielees,bike,5.02,14
2621,4,hs_social,Govco Suites,bike,4.04,13
2622,1,hs_social,Cedro,bike,5.75,13
2623,4,hs_interdisc,Sally Ride,walk,1.59,14
2624,2,hs_interdisc,Roble Hall,bike,5.11,12
2625,4,hs_social,Muwekma-Tah-Ruk,bike,4.61,13
2626,3,engineering,Narnia,walk,1.65,17
2627,3,hs_interdisc,Kappa Sigma,bike,4.15,13
2628,2,engineering,Crothers Memorial,electric,7.89,13
2629,2,hs_natural,Murray,electric,7.8,15
2630,1,hs_social,Muwekma-Tah-Ruk,bike,5.59,15
2631,4,hs_social,Otero,bike,4.09,14
2632,4,engineering,EVGR,walk,1.57,13
2633,3,hs_natural,EVGR,bike,5.41,15
2634,2,engineering,Delta Delta Delta,bike,5.11,15
2635,1,hs_humanities,Crothers,bike,5.13,13
2636,3,hs_social,Govco Suites,walk,1.37,12
2637,2,engineering,Kimball,bike,5.71,13
2638,1,hs_interdisc,Alondra,bike,4.77,17
2639,3,engineering,Sigma Phi Epsilon,electric,6.12,17
2640,1,engineering,Casa Zapata,walk,1.6,12
2641,3,hs_interdisc,Mirrielees,bike,5.23,14
2642,1,hs_interdisc,Donner,walk,1.68,13
2643,1,hs_humanities,Arroyo,bike,4.27,16
2644,3,engineering,Durand,walk,1.38,14
2645,2,engineering,Trancos,bike,4.32,13
2646,1,hs_interdisc,Casa Zapata,bike,5.17,14
2647,1,hs_social,Arroyo,bike,5.76,18
2648,4,hs_interdisc,Ng,walk,1.55,14
2649,3,hs_social,Toyon,bike,5.13,12
2650,4,engineering,EVGR,walk,1.38,15
2651,1,engineering,Alondra,bike,5.04,16
2652,2,engineering,Sigma Phi Epsilon,walk,1.54,14
2653,3,hs_humanities,Norcliffe,bike,4.81,14
2654,2,engineering,Burbank,walk,1.68,13
2655,1,hs_interdisc,Soto,bike,4.79,13
2656,1,hs_interdisc,Castano,walk,1.58,16
2657,4,engineering,Neptune,bike,5.16,12
2658,4,hs_natural,EVGR,bike,4.89,13
2659,4,engineering,Adelfa,bike,5.54,16
2660,2,hs_interdisc,Burbank,electric,6.98,16
2661,2,hs_social,Sally Ride,bike,4.6,15
2662,4,hs_social,Twain,electric,7.42,15
2663,4,hs_natural,Neptune,bike,4.76,14
2664,1,hs_interdisc,Schiff,bike,5.71,15
2665,4,engineering,Ujamaa,walk,1.47,12
2666,2,hs_social,Meier,walk,1.44,12
2667,1,engineering,Soto,bike,5.55,15
2668,3,engineering,Cardenal,bike,4.52,14
2669,4,engineering,Ujamaa,bike,4.55,15
2670,2,hs_humanities,Toyon,bike,4.55,18
2671,3,engineering,Faisan,bike,5.57,15
2672,4,hs_interdisc,Xanadu,bike,4.04,13
2673,1,doerr,Okada,bike,4.53,16
2674,1,engineering,Cedro,bike,5.59,14
2675,2,hs_interdisc,Potter,bike,4.61,16
2676,2,hs_social,Kappa Alpha,walk,1.37,16
2677,3,engineering,Kimball,electric,7.44,12
2678,1,engineering,Castano,walk,1.39,17
2679,2,hs_interdisc,Adelfa,bike,4.46,14
2680,4,hs_humanities,Loro,walk,1.55,14
2681,1,engineering,Cedro,bike,4.47,13
2682,4,engineering,Roble Hall,walk,1.67,12
2683,3,hs_social,Murray,bike,5.66,12
2684,2,engineering,Potter,walk,1.54,13
2685,4,engineering,EAST,walk,1.7,15
2686,2,hs_interdisc,Roble Hall,bike,4.33,13
2687,1,hs_interdisc,Robinson,bike,5.02,14
2688,4,engineering,Sigma Nu,walk,1.59,15
2689,1,engineering,Soto,bike,5.2,13
2690,3,hs_interdisc,Ng,bike,4.93,12
2691,2,hs_interdisc,Synergy,bike,4.44,16
2692,1,hs_natural,Mirlo,bike,5.77,19
2693,4,hs_interdisc,Muwekma-Tah-Ruk,electric,7.1,15
2694,4,engineering,Adams,bike,4.96,16
2695,2,hs_natural,Crothers Memorial,bike,4.83,17
2696,1,engineering,Cedro,walk,1.63,14
2697,1,hs_natural,Otero,walk,1.68,14
2698,3,engineering,Govco Suites,bike,5.76,20
2699,1,hs_social,Lantana,walk,1.36,12
2700,3,engineering,EVGR,bike,4.56,13
2701,3,hs_social,Toyon,bike,4.08,15
2702,2,engineering,Loro,bike,4.77,16
2703,1,hs_humanities,Castano,bike,4.34,17
2704,2,hs_interdisc,Kappa Alpha,bike,4.94,12
2705,4,hs_humanities,Grove,bike,5.62,12
2706,1,doerr,Soto,bike,4.74,13
2707,4,hs_social,Kimball,bike,4.25,12
2708,3,hs_interdisc,Crothers Memorial,walk,1.4,18
2709,4,hs_social,Pluto,bike,4.2,14
2710,3,engineering,Alpha Phi/KKG,bike,4.58,14
2711,3,engineering,Twain,bike,5.8,16
2712,1,hs_interdisc,Lantana,bike,5.28,15
2713,4,engineering,576 Alvarado,bike,4.36,12
2714,4,hs_interdisc,Meier,walk,1.47,14
2715,2,engineering,Ng,bike,5.6,15
2716,3,hs_natural,Gavilan,bike,4.09,12
2717,4,engineering,Mirrielees,walk,1.48,13
2718,1,engineering,Rinconada,bike,5.52,14
2719,2,doerr,Burbank,bike,4.75,12
2720,3,hs_interdisc,Mirrielees,bike,5.47,13
2721,2,engineering,Kimball,bike,5.37,16
2722,1,hs_social,Rinconada,bike,4.95,13
2723,2,hs_social,Yost,walk,1.69,16
2724,3,hs_interdisc,Jerry,walk,1.43,19
2725,1,hs_social,Castano,bike,5.63,17
2726,3,hs_interdisc,Mirrielees,bike,4.68,13
2727,4,engineering,Govco Suites,walk,1.56,15
2728,1,engineering,Lantana,bike,5.31,12
2729,2,engineering,Toyon,bike,5.61,15
2730,2,engineering,Kappa Sigma,walk,1.32,13
2731,4,hs_social,EVGR,bike,4.5,15
2732,4,engineering,EVGR,bike,5.41,17
2733,2,hs_social,Ng,bike,5.48,16
2734,1,hs_humanities,Okada,bike,5.77,14
2735,2,hs_interdisc,Ujamaa,bike,5.2,16
2736,2,hs_social,Alpha Phi/KKG,electric,6.51,18
2737,1,engineering,Cardenal,bike,5.43,15
2738,1,hs_interdisc,Crothers,bike,4.3,14
2739,4,engineering,Phi Kappa Psi,bike,4.97,12
2740,3,hs_natural,Gavilan,bike,4.11,12
2741,3,engineering,Okada,walk,1.31,13
2742,1,hs_natural,Casa Zapata,bike,4.3,16
2743,4,engineering,Muwekma-Tah-Ruk,electric,7.0,12
2744,4,hs_humanities,Junipero,bike,4.87,16
2745,2,engineering,Sally Ride,bike,5.74,12
2746,1,engineering,Larkin,bike,4.03,14
2747,2,engineering,Norcliffe,electric,7.36,14
2748,3,hs_humanities,Burbank,bike,5.3,15
2749,1,hs_humanities,Robinson,walk,1.33,12
2750,1,hs_social,Burbank,walk,1.62,12
2751,1,hs_social,Muwekma-Tah-Ruk,bike,4.91,15
2752,3,engineering,Kimball,bike,4.67,13
2753,1,hs_natural,Soto,bike,4.43,14
2754,1,hs_interdisc,Crothers,electric,6.56,14
2755,4,engineering,Norcliffe,walk,1.56,13
2756,4,hs_interdisc,Mirrielees,bike,5.4,15
2757,2,hs_social,Twain,walk,1.58,14
2758,3,engineering,Potter,walk,1.36,14
2759,1,hs_interdisc,West Lagunita,electric,7.62,15
2760,2,hs_interdisc,Ng,bike,5.21,14
2761,2,hs_social,Kimball,bike,5.74,15
2762,4,hs_natural,Junipero,walk,1.61,16
2763,1,hs_interdisc,West Lagunita,walk,1.69,17
2764,3,hs_social,Crothers Memorial,bike,5.17,19
2765,3,hs_humanities,Mirrielees,walk,1.45,15
2766,4,hs_natural,Roble Hall,bike,4.68,14
2767,3,engineering,Pi Beta Phi,bike,5.43,16
2768,2,hs_interdisc,Toyon,walk,1.62,16
2769,1,hs_natural,West Lagunita,walk,1.38,14
2770,4,engineering,Okada,walk,1.56,12
2771,2,engineering,Meier,bike,4.97,14
2772,2,hs_interdisc,Roble Hall,walk,1.36,14
2773,2,hs_interdisc,Ng,walk,1.56,15
2774,1,hs_natural,West Lagunita,bike,4.35,15
2775,4,engineering,Alpha Phi/KKG,bike,4.89,15
2776,4,hs_social,EVGR,bike,5.47,17
2777,3,hs_natural,Phi Kappa Psi,walk,1.53,12
2778,4,hs_interdisc,Delta Delta Delta,walk,1.51,17
2779,3,hs_interdisc,Junipero,bike,4.95,15
2780,4,hs_natural,Storey,bike,4.07,13
2781,4,engineering,680 Lomita,bike,4.27,18
2782,4,doerr,Crothers Memorial,bike,5.61,14
2783,2,hs_interdisc,Potter,bike,5.55,14
2784,1,hs_interdisc,Arroyo,bike,4.05,16
2785,1,hs_interdisc,Arroyo,bike,5.06,14
2786,3,hs_interdisc,Twain,bike,4.88,13
2787,2,engineering,Toyon,walk,1.66,18
2788,3,engineering,EVGR,bike,5.52,16
2789,4,hs_interdisc,Mirrielees,walk,1.66,14
2790,2,doerr,Toyon,bike,4.01,13
